Time/s,Azimuth/deg,Zenith/deg
366081,329.53,74.19
366401,228.54,77.456
366721,120.11,82.1467
367041,10.476,80.9886
367361,267.87,81.6138
367681,162.79,87.497
368001,51.582,88.5509
368321,305.04,86.5212
368641,201.23,90.81802
368961,91.195,94.8514
369281,341.19,91.7047
369601,236.5,91.6033
369921,128.41,96.6173
370241,16.922,95.2216
370561,270.79,90.71744
370881,165.02,92.9488
371201,53.737,94.3991
371521,305.82,88.8138
371841,202.41,86.708
372161,93.661,89.04441
372481,343.44,85.707
372801,240.47,80.6669
373121,136.03,81.7996
373441,25.198,81.3463
373761,279.53,75.87
374081,178.56,74.71
374401,70.384,76.149
374721,320.94,72.045
375041,220.08,68.443
375361,116.55,70.157
375681,5.8555,68.251
376001,261.34,62.863
376321,161.82,63.064
376641,53.888,63.446
376961,305.01,57.563
377281,206.07,54.816
377601,103.7,56.883
377921,354.14,52.669
378241,251.89,46.397
378561,154.92,48.643
378881,49.035,48.738
379201,304.31,41.206
379521,209.17,40.8
379841,107.45,46.055
380161,2.6046,42.596
380481,266.68,38.571
380801,166.66,45.335
381121,59.823,48.32
381441,320.27,44.517
381761,222.42,47.907
382081,114.11,54.602
382401,8.5325,53.697
382721,270.86,53.568
383041,165.48,59.956
383361,55.541,62.094
383681,314.02,60.364
384001,213.07,64.374
384321,102.94,68.671
384641,356.25,67.185
384961,256.5,68.426
385281,149.99,73.688
385601,39.723,73.96
385921,297.23,73.013
386241,194.7,77.865
386561,84.269,80.7263
386881,337.21,78.918
387201,235.58,81.8032
387521,127.89,87.0925
387841,17.291,86.1168
388161,273.13,85.848
388481,168,91.6439
388801,56.72,93.2072
389121,308.87,90.039558
389441,204.34,92.8468
389761,94.365,97.0675
390081,343.97,93.4718
390401,239.02,91.2347
390721,131.26,95.0892
391041,19.78,94.0427
391361,273.89,88.4127
391681,169.26,88.9314
